ID	Title	Type de document	Dernière modification	Cote	Datum	Auteur	Destinataire	Résumé
3905		Brief	2022-10-27 13:09:40	C02/S09/568-569	1812-07-12	Salm, Constance de	Raboteau, Pierre Paul 	Ratschläge der CdS zur Genesung des Raboteau. Kränklichkeit der CdS, Freude, die Ruhe auf Dyck zu finden. Aufregender und anstrengender Aufenthalt in Aachen. Beliebtheit der CdS in der dortigen Gesellschaft. Eintrag eines Gedichts durch die Königin von Holland in das Album der CdS. Anmut und schriftstellerische Begabung der Königin. Eintrag der CdS in das Album der Königin (vier Verse). Dank an Raboteau für sein Lob über ihre Epître [sur la rime]. Veränderungen an diesem Werk für eine Publikation im „Journal des muses“. CdS‘ Urkunde als Ehrenmitglied der Akademie von Livourne. Dank für die guten Verse des R.
3906		Brief	2022-10-19 09:00:30	C02/S09/573-574	1812-08-01	Salm, Constance de	Raboteau, Pierre Paul 	Sorge der CdS um die Gesundheit des R. Regnerisches und stürmisches Wetter seit ihrer Rückkehr aus Aachen, viele Zerstörungen in der Gegend, sogar Tote wegen Hagel. CdS arbeitet viel.
3907		Brief	2022-10-27 12:40:43	C02/S09/583-585	1812-09-23	Salm, Constance de	Raboteau, Pierre Paul 	Bevorstehende Entscheidung über die Heirat der Minette. Zweifel und gewisse Abneigung der CdS gegen den potentiellen Ehemann. Sorgen der CdS um den Sohn des R., der beim Militär ist. Bevorstehender Besuch der Hompesch mit den beiden Söhnen, die aus [dem Lycée militaire von] La Flèche zurückkehren. Sechs Verse der CdS über das Schreiben.
3908		Brief	2022-10-26 12:18:20	C02/S09/582	1812-10-24	Salm, Constance de	Raboteau, Pierre Paul 	Erleichterung der CdS über die Auflösung der Verlobung der Minette [siehe Fußnote der Abschrift]. CdS' geplante Rückkehr nach Paris Ende November (Abreise frühestens am 15. November).
3909		Brief	2022-10-26 07:01:57	C02/S09/602	1813-04-14	Salm, Constance de	Raboteau, Pierre Paul 	Glückliche Ankunft der CdS in Dyck. CdS vermisst ihre Tochter, die in Paris [nun verheiratet] geblieben ist.
3910		Brief	2022-10-27 12:40:43	C02/S09/609-610	1813-05-23	Salm, Constance de	Raboteau, Pierre Paul 	Sorgen um den Sohn Raboteaus wegen der Schlachten in Deutschland nach dem Russlandfeldzug (2. Mai 1813, Schlacht bei Großgörschen). Glück der Minette in ihrer Ehe. Zufriedenheit der CdS mit ihrem Schwiegersohn, trotz Traurigkeit darüber, nun von ihrer Tochter getrennt zu sein. Aufenthalt in Aachen, wo sich CdS eine Wohnung angemietet hat, um ihre eigenen vier Wände einrichten zu können. Mit fortschreitendem Alter ist ihr weniger der Ruhm als die Privatsphäre wichtig. Reflexionen über den Klimawandel (viel Regen, Stürme etc.) „seit dem Kometen“.
3911		Brief	2022-10-27 12:40:43	C02/S09/611-612	1813-06-22	Salm, Constance de	Raboteau, Pierre Paul 	Kondolenzschreiben der CdS zum Tod des Sohns Raboteaus, der im Krieg gefallen ist. Schwangerschaft der Minette.
3912		Brief	2022-10-26 08:33:06	C02/S09/613-614	1813-07-12	Salm, Constance de	Raboteau, Pierre Paul 	Trostworte der CdS zum Tod des Sohnes Raboteaus. Freude an der glücklichen Schwangerschaft ihrer Tochter. Reflexionen über die Aufs und Abs des Lebens. Besuch der Familie Hompesch. Krankheit des Pugnet nach einer Reise nach Lyon.
3913		Brief	2022-10-26 08:33:06	C02/S09/620-621	1813-04-22	Salm, Constance de	Raboteau, Pierre Paul 	Wetterfühligkeit der CdS. Langeweile der CdS, sie verlässt in 4 Tagen Aachen, wo sie vor 2 Wochen angereist ist. Reflexionen über ihre Unzufriedenheit über das Leben in einer Provinzstadt mit vielen Ausländern. Vorfreude, in Dyck eine große „Epître“ fertigzuschreiben. Man spricht viel über den Krieg. Rückreise nach Paris vermutlich erst im Oktober.
3914		Brief	2022-10-26 08:33:06	C02/S09/628-629	1813-10-16	Salm, Constance de	Raboteau, Pierre Paul 	Große Anzahl der Besuche und der zu erledigenden Korrespondenz. Prozess des Michel (?) wegen Spekulationen [?, unklar]. Freude der CdS über die Nachrichten über die gute Gesundheit ihrer Tochter in der Schwangerschaft. Kommentare der CdS über das Thema ihrer neuesten „Epître“ [sur la philosophie]. Vorfreude der CdS auf Paris.
3915		Brief	2022-10-27 10:14:55	C02/S09/644-646	1813-11-08	Salm, Constance de	Raboteau, Pierre Paul 	Zorn der CdS gegen Fanny Raoul. CdS hatte deren Werk „Opinion sur les femmes“ gelesen und korrigiert, Raoul vielfach unterstützt; Raoul soll jetzt CdS verleumdet haben, indem sie CdS beschuldigt, ihr Manuskript (eine „Rhapsodie“) als ihr eigenes an Duval weitergeleitet zu haben. Erinnerungen an die Einbildung der Raoul, die wähnte, eines Tages Kaiserin von Frankreich zu werden. CdS' Rückkehr nach Paris in ca. 10 bis 12 Tagen.
3916		Brief	2022-10-26 07:07:07	C02/S09/653-654	1814-07-24	Salm, Constance de	Raboteau, Pierre Paul 	Sorgen der CdS um ihre Tochter, da sie bisher keine schriftlichen Nachrichten von ihr oder über sie hat – obwohl sie Zeitungen aus Frankreich erhält.
3917		Brief	2022-10-26 08:22:18	C02/S09/657-658	1815-08-25	Salm, Constance de	Raboteau, Pierre Paul 	Glückliche Ankunft der CdS in Dyck. Gute Fortschritte der CdS in der deutschen Sprache. Wunsch nach Nachrichten vom literarischen Geschehen in Paris sowie von der Politik. Sendung eines Briefs an Madame Leroy de Bacre mit Bitte um Nachsendung.
3918		Brief	2022-10-27 12:40:43	C02/S09/659-661	1814-09-10	Salm, Constance de	Raboteau, Pierre Paul 	Deutschunterricht der CdS seit dem 17. Juli. Intensive Arbeit der CdS an der Grammatik, große Fortschritte (u.a. im Übersetzen), geistige Erschöpfung. Moderate Fortschritte beim mündlichen Ausdruck. Dank für die Verse Raboteaus. (CdS schreibt Verse über ihre Nostalgie nach Frankreich zurück.) Häufiger Besuch ehemaliger preußischer Gäste (Offiziere) auf Schloss Dyck: große Gesellschaft, positive Meinung der CdS über preußische Männer (entgegen ihren Vorurteilen). Balanceakt der CdS zwischen der Treue zu ihrem Heimatland und der Notwendigkeit, gute Beziehungen zur angeheirateten Heimat zu pflegen. Schwierigkeit der Lage bei Offizieren, die in Frankreich bei großen Schlachten (und preußischen Siegen) waren, wie in La Fère. Rauschendes Fest zum Geburtstag des Fürsten am 4. September. CdS hat die Polonaise mit den preußischen Offizieren getanzt sowie andere Tänze, die sie ebenfalls nicht kannte. CdS zufrieden und glücklich mit ihrer Zeit. Gute Nachrichten der Tochter. Zeitungsberichte über Frankreich, über die dort herrschende Ruhe, über den Aufenthalt Napoleons auf Elba, der wegen der angeblichen Nachlässigkeit der Engländer den anderen Mächten Sorgen bereitet. Bewusstes Schweigen der CdS im Brief, daher Bitte um Nachrichten über das literarische Geschehen statt Politik. Vermutlich wird SRD im Oktober nach Wien reisen, daher wird CdS nach Paris kommen.
3919		Brief	2022-10-27 13:14:02	C02/S09/664-666	1814-10-23	Salm, Constance de	Raboteau, Pierre Paul 	Aufenthalt des SRD in Wien, Nachricht auch im „Moniteur” erschienen. Militärische Einquartierungen auf Schloss Dyck, daher Verschiebung der geplanten Reise nach Paris (geplant in ca. 6 Wochen). CdS‘ Bemühungen, Deutsch zu lernen (Verse der CdS). Beruhigende Nachrichten von Paris durch die französische und die deutsche Presse. Besorgniserregende Nachrichten über Talleyrand auf dem [Wiener] Kongress: Sorge um Wiederaufnahme des Krieges wegen der schlecht laufenden Verhandlungen. Hoffnung für Deutschland. Zeitmangel der CdS für die Dichtung. Minette hat ihr Haus auf dem Land verkauft. Trübe Stimmung der CdS. Verse auf ihr „Mardi“, ihr „Jeudi“, ihr „Lundi“.
3920		Brief	2022-10-27 12:40:43	C02/S09/670-672	1814-12-27	Salm, Constance de	Raboteau, Pierre Paul 	Warten auf Rückkehr des SRD aus Wien. Gutes Verhältnis zu den einquartierten Offizieren (einem Major und zwei Adjutanten). Mangel an Zeit für das Dichten. Fortsetzung am 8. Januar: große Traurigkeit der CdS, das neue Jahr ohne Familie und Freunde zu feiern, nur eine Gesellschafterin und ein Adjutant waren anwesend. Verse der CdS über ihre Freunde und die Entfernung der Heimat. SRD kommt erst Ende Februar zurück. Große Melancholie der CdS, die bald nach Paris zurückkehren will. Absicht der CdS, ihr Haus in Paris zu verkaufen.
3922		Brief	2022-10-27 12:28:34	C06/S43/010-011	1815-08-08	Salm, Constance de	Raboteau, Pierre Paul 	Empfang eines Briefs des R. nach Unterbrechungen und Schwierigkeiten der Postbeförderung. Ankündigung, dass es in ihren Briefen nur um Freundschaft und Literatur gehen wird. Freude über Verse des R. und diesbezügliche Antwort in Versform. Umgang der CdS mit Leuten, die, anders als sie, nach Paris reisen. Eintönigkeit der verstreichenden Tage. Stockende Arbeit. CdS lernt Deutsch. Sorge um ihre schwangere Tochter mangels Neuigkeiten. Sorge um ihre Freunde und Einsamkeit. Wunsch nach Frieden. Freude über Wohlergehen des R. in schwierigen Zeiten.
3923		Brief	2022-10-27 12:40:43	C06/S43/018-021	1815-10-29	Salm, Constance de	Raboteau, Pierre Paul 	Lange Erklärung der CdS über den Wert der Freundschaft (diese bleibt trotz ihres langen Schweigens). Ruhe weit entfernt von Frankreich, Unruhe der Epoche, Sorge um die Zukunft. CdS‘ bevorstehender Geburtstag. Freude des Großmutter-Seins: Gedicht der CdS auf diese Freude. Ohrverletzung der CdS. Besuch des Ministers Reinhard auf Dyck. Ankündigung des baldigen Aufenthalts von preußischen Truppen. CdS plant, 2 bis 3 Monate des Winters in Aachen zu verbringen. Verdruss wegen des öden Landlebens, das nur durch gute Gespräche aus ihrer Gesellschaft aufzuheitern wäre. Schweigen über die Politik [=„détails de famille“, Code-Name]. Bitte der CdS um Nachrichten und Anekdoten aus dem Pariser Gesellschaftsleben, inklusive Wortspiele und „Lazzis“. Sie wird von Ponce das Gleiche erbitten, mit Nachrichten aus der Welt der bildenden Künste. Presseberichte handeln nur von Politik. Geplante Rückreise nach Paris über Holland. Nachfrage, ob Raboteaus Gehalt auch gekürzt wurde.
3924		Brief	2022-10-27 10:00:13	C06/S43/029-031	1815-12-06	Salm, Constance de	Raboteau, Pierre Paul 	Dank, Freude und Trost durch die Zusendung des von R. verfassten Bulletins. Freude über Erhöhung der Bezüge des R. Angesichts einer Anekdote Erkenntnis, dass Vernunft nicht alles erklärt. Glauben an Zufälle. Gefallen der CdS an den Versen auf dem Sockel einer Amorstatue. Zukünftiges vertrauliches Gespräch über Mme de Baur [?]. Vertrauen zwischen CdS und R. Wert eines festen und ehrlichen Charakters, den man im Alter besser erkennt. Diesbezügliche Schrift der CdS ist in Arbeit. Programm des Institutspreises: „le bonheur de l'études”. Enthusiasmus und inspirierte Verfassung eines diesbezüglichen Gedichts in Tag- und Nachtarbeit und Diktat der Verse in einem Zug. Korrektur. Ansicht, dass es sich um ihr bestes Werk handelt. Bitte um Zustellung ans Institut. Weiterleitung eines Briefs an Andrieux und dessen Vermittlung und Einsatz bezüglich des Preises. R. soll Andrieux den Beitrag der CdS vorlesen. Geringe Gewinnchancen der CdS aufgrund der Zusammensetzung der Jury. Stellenwert einer schnellen Antwort für CdS. Bitte um Vertraulichkeit.
3925		Brief	2022-10-27 12:29:13	C06/S43/032-033	1815-12-09	Salm, Constance de	Raboteau, Pierre Paul 	Nach eiliger Fertigstellung eines Beitrags für den Institutspreis Erkenntnis, dass dieser erst zwei Jahre später fällig ist. Trost, dass durch diesen Irrtum und ihre frenetische Arbeit ihre beste Arbeit entstanden ist. Bitte um Vermittlung des Andrieux zu einem späteren Zeitpunkt. Lachen über ihren Irrtum und Freude über Wiederaufnahme der dichterischen Arbeit. Immer wieder Wechsel zwischen Phasen schwungvoller Arbeit und Inspiration und Phasen verzweifelter Entmutigung. Zeitweise Unterbrechung ihrer dichterischen Kapazitäten durch Beschäftigung mit der deutschen Sprache.
3926		Brief	2022-10-27 12:40:43	C06/S43/044-046	1816-01-18	Salm, Constance de	Raboteau, Pierre Paul 	Verzögerte Antwort der CdS. Trauer um Tod des Mentelle. Einreihung in eine Liste von sehr wichtigen Freunden, die CdS im Laufe der Jahre verloren hat. Tod des Mentelle wie ein griechischer Philosoph und Einarbeitung dieses Ereignisses in den „Discours sur l'étude”. Verse über die Vorteile des Studiums/des Lernens. Unterbringung von Militärs auf Schloss Dyck. Bekanntschaft mit einem freundlichen Kolonel und Diskussionen zwischen ihm und CdS über das Bulletin des R. Freude über Gedicht des R. über CdS und diesbezügliches Gedicht. Sage um zwei Schlösser des Ritters von Rothenburg [genannt Liedenschmitt?], nach der dieser Krieg und Frieden in Europa voraussagt. Berichterstattung von Zeitungen und Untersuchung entsprechender Erscheinungen durch eine Kommission. Natürliche Erklärung für solche Erscheinungen. Bitte um Vertraulichkeit. Unwille der CdS, in Paris mit solchen Geschichten in Verbindung gebracht zu werden. Scherzhaft formulierte Reisepläne der CdS und möglicher Kriegsausbruch.
3927		Brief	2022-10-27 12:28:34	C06/S43/064-065	1816-03-20	Salm, Constance de	Raboteau, Pierre Paul 	Abreise des SRD und Tod eines Freundes als Grund für verzögerte Antwort der CdS. Verlassenheit der CdS, schlechter Gesundheitszustand und daraus resultierende Belastung durch jeden zusätzlichen Kummer. Eine Verbesserung ihrer Lage zeichnet sich ab. Trost durch Bulletin des R. Karriere des Sohnes des R. Geist und Bildung machen, dass man sich überall wohlfühlt. Voraussage der CdS, dass P.E. Raboteau sein Vaterland vermissen wird. Grüße der CdS. Freude über eine andere familiäre Angelegenheit des R. und damit verbundenes Bedauern. Anwesenheit des Hompesch. Änderung der Reisepläne durch die Reise des SRD. Trost durch Arbeit und Verszitat aus einer Schrift über das Lernen. Übertragung ihrer Zuneigung für verstorbene Freunde auf verbliebene Freunde wie R.
3928		Brief	2022-10-27 10:05:33	C06/S43/076-077	1816-04-04	Salm, Constance de	Raboteau, Pierre Paul 	Beteuerung, dass CdS R. nicht vergessen hat. Glückwünsche zur Heirat der Tochter. Detaillierte Beschreibung der Schwierigkeit, mit der Heirat eines Kindes und der damit verbundenen Entfernung umzugehen. Glück der Kinder um den Preis des eigenen Glücks. Bedauern über weit zerstreute Familien. Positive Wendung der Angelegenheiten des SRD. Hoffen der CdS auf eine dauerhafte Position. Ablehnung von Veränderung und möglicher Bezugspunkt in Dyck trotz Ablehnung des Landlebens. Gerechte und liberale Regierung. Trotz Einsamkeit der CdS Bedürfnis nach Ruhe und Frieden nach den letzten 25 Jahren. Freude an der Arbeit an einem Briefroman über eine eifersüchtige und verliebte Frau. In Herzenssachen gleicht CdS jeder anderen Frau. In die Schrift integrierte Analyse von Herzensdingen. Moral dieses Werks. CdS behält den Titel für sich. Verschiebung der Rückreise nach Paris auf den Winter aufgrund der Abwesenheit des SRD. Das Alter der CdS. Unspezifischer Adressat ihrer Liebesbriefe. Nachlassen der Begeisterung für ihre Schrift „Discours sur l'étude”, die CdS angesichts der neuen Ordnung anders verfasst hätte. Mehr freie Zeit durch Hochzeit der Tochter der CdS.
3929		Brief	2022-10-27 12:28:34	C06/S43/088-089	1816-05-05	Salm, Constance de	Raboteau, Pierre Paul 	"Verständnis für längeres Schweigen des R. Voraussichtliche Klärung der Angelegenheiten des SRD. Arbeit als einziges Glück und Trost. Wiederaufnahme des gesellschaftlichen Lebens. CdS empfängt ungern alleine Gäste auf dem Land. Regelmäßige Versorgung mit Zeitungen. Aussicht, den Winter in Paris zu verbringen. Trauer über den Verlust von Freunden. Bitte um Neuigkeiten und Grüße an gemeinsame Freunde. Weitere Einzelheiten wird CdS ihm ""au coin du feu"" mitteilen."
3930		Brief	2022-10-27 12:08:17		1816-06-03	Salm, Constance de	Raboteau, Pierre Paul 	Verspätete Antwort der CdS aufgrund von verschiedenen Verpflichtungen. Trennung des R. von seiner Tochter aufgrund von deren Hochzeit. Schlechter Gesundheitszustand der Tochter der CdS durch Stillen ihres zweiten Kindes und Sorge der CdS. SRD erhält den Titel eines Prinzen. Zufriedenheit des Paars. Belastende Trennung von SRD. Überraschung der CdS über einen an die „Prinzessin von Salm” adressierten Brief. Freude und Glückwünsche ihres häuslichen Umfelds. Ausgelassene Feier ihres Hausstandes. Freude der CdS über diese Sympathiebezeugungen. Glückwünsche des benachbarten Adels und der Gemeinde. Gedicht der CdS.
3931		Brief	2022-10-26 12:18:20	C06/S43/110-113	1816-07-18	Salm, Constance de	Raboteau, Pierre Paul 	Ausstehende Briefe zwischen CdS und R. Rückkehr des SRD. Melancholie der CdS während seiner langen Abwesenheit. Geplanter Empfang und Feier durch Pächter, Offiziere und Freunde und Verpflichtungen des SRD in Köln. Verse der CdS über ihre Einsamkeit und die Rückkehr des SRD. Voraussage des Endes der Welt und ein von den Leuten in diesem Sinne interpretiertes Unwetter. Vernichtung der Ernte. Klagen der Pächter und Ungeduld der CdS. Unterbrechung der Zeitungslieferungen und Bitte um Neuigkeiten. Zufriedenstellender Fortgang der Angelegenheiten des SRD. Hoffnung auf eine friedliche Zukunft in Europa. Reisepläne nach Paris. Schönes Wetter nach Überschwemmungen des Rheins mit mehreren Todesfällen. Unterbrechung ihrer Arbeit durch Vorbereiten der Rückkehr des SRD. Arbeit und Liebe als Inbegriff des Glücks, das CdS lange besessen hat. Veränderungen durch das Alter (und die damit verbundene Ruhe), deren man sich auf dem Land bewusster ist als in der Stadt. Glückwunsch zur beruflichen Etablierung seines Sohnes. 19.07.: Abreise des SRD nach Köln. Wiederaufnahme ihrer Arbeit.
3932		Brief	2022-10-26 12:18:20	C06/S43/136-140	1816-09-30	Salm, Constance de	Raboteau, Pierre Paul 	Freude der CdS über ihren Aufenthalt in einem kleinen Schloss des SRD in Alfter, das durch den Krieg leergeräumt werden musste. Gegensatz dieses Schlosses zu Dyck. Enthusiasmus der CdS über die Lage des Schlosses und diesbezügliches Gedicht. Begeisterung der CdS für das Siebengebirge. Eine von CdS in Verse umgewandelte Geschichte für Kinder über den Drachenfels. Misstrauen der Pariser solchen Geschichten gegenüber. Besichtigung Bonns. Louis XVIII. im Exil in Bonn. Beschreibung des Poppelsdorfer Schlosses und des Godesbergs. Gedicht über ihre Rückkehr nach Dyck. Lob der CdS und positiver Bericht der Tochter der CdS über eine Fabel des R. Freude über das Bulletin des R. Freude der CdS über häufige Besuche des Hompesch und Isolation und Leiden der CdS. Schwangerschaft der Tochter des R. Erstaunen der CdS, dass es dem Sohn des R. in der Schweiz gefällt. Die Kürze des Lebens zwingt dazu, sich auf eine Sache zu konzentrieren. Baldige Abreise der CdS ohne SRD. Einfluss des Wetters auf die Stimmung.
3933		Brief	2022-10-27 12:28:34	C06/S43/153-154	1816-12-03	Salm, Constance de	Raboteau, Pierre Paul 	"Rückkehr der CdS nach Paris. Schlechter Gesundheitszustand der CdS. Vorfreude. Dank für Briefe des R. Freundschaftsbekundung. Verschobene Abgabe einer Abhandlung. Den Rest will sie ihm ""au coin du feu"" erzählen."
3935		Brief	2022-10-26 12:18:20	C06/S43/195-196	1817-06-06	Salm, Constance de	Raboteau, Pierre Paul 	Rückkehr der CdS und Wiedersehen mit SRD. Voranschreiten einer eine Schrift der CdS betreffenden Angelegenheit und diesbezügliche Hilfe eines nicht namentlich genannten Herrn. Gelassenheit der CdS im Alter. CdS hat viele Briefe zu schreiben. Bedürfnis zu hören, ob ihre Freunde sie vermissen.
3936		Brief	2022-10-27 10:05:33	C06/S43/212-214	1817-07-25	Salm, Constance de	Raboteau, Pierre Paul 	Bedauern der CdS über ausstehende Post von R. und diesbezügliche Verse. Vermutung, dass eine Angelegenheit negativ für CdS ausgegangen ist. Abbé Sicard hat sich wie ein alter Freund eingesetzt. Erscheinen eines neuen originellen Beitrags. Originalität gehört nicht zu ihren Stärken, aber darauf wird viel Wert gelegt. CdS hat sich abgefunden. Verse. Wiederaufnahme ihres Briefromans. Angenehmere Beschäftigung mit Romanfiguren als mit aktuellen Themen. Schwierigkeit, sich nicht den Meinungen seines Umfelds anzupassen und immer zu widerstehen. Gefahr des einsamen Lebens, sich anzupassen, ohne dass man es merkt. Bemühen der CdS, ihre Passionen so lange wie möglich aufrechtzuerhalten. Erkenntnis, dass der Unwissende glücklicher ist als der Wissende, und eine geplante diesbezüglichen Schrift. Schwierigkeit, bis ins Alter seine Überzeugungen zu behalten. Anstehender Besuch des Kronprinzen und des Königs. Schwierigkeit der CdS, auf dem Land ihre äußerliche Erscheinung vorzubereiten. Bevorstehende Reise nach Aachen. Gefallen der CdS an Einsamkeit. Schwieriger Übergang von einem Lebensalter ins andere. Sorge um ihre Tochter und ihren Mann.
3937		Brief	2022-10-27 12:29:13	C06/S43/172-174	1817-04-26	Salm, Constance de	Raboteau, Pierre Paul 	Empfang des Bulletins des R. CdS informiert sich über die Literaturwelt. Verschiedene Neuigkeiten: Tanz der CdS mit dem preußischen Kronprinzen, Geburt eines Enkelkindes, Angelegenheiten, die CdS zukünftig ihre Reisen erleichtern könnten. Schrift der CdS in engerer Auswahl der Académie. Scheitern durch negativen Einfluss des Fontanes. Trotzdem ehrenvolle Erwähnung der CdS im Bericht. Vermutung der CdS, dass persönliche Gründe hinter dem Handeln des Fontanes stehen. Veränderung von Freunden unter dem Einfluss der Selbstliebe. Erleichterung der CdS, mit diesem Thema abschließen zu können. Dank für das Bulletin. R. fällt so etwas leicht. Bestreben der CdS, immer große moralisierende Verse zu schreiben. Schwangerschaft der Tochter des R. Heirat der Mlle Georgeon. Nachfrage zum besorgniserregenden Zustand des M. Le Roi [Leroy?]. Anwesenheit des preußischen Königs in Paris. Geplanter Ball zu seiner Rückkehr und Anwesenheit der CdS. Erkenntnis der CdS, dass ihr ihre Freunde und ihr Talent wichtiger sind. Besuch der Familie der CdS und geplante Rückkehr nach Paris. Bewusstsein, dass das Leben kurz ist.
3938		Brief	2022-10-27 09:46:43	C06/S43/259-260	1817-09-30	Salm, Constance de	Raboteau, Pierre Paul 	Bedauern ihres längeren Schweigens. Beschäftigungen der CdS: Besuch der Tochter, Druck des „Discours” und diesbezügliche Missverständnisse. Ankündigung eines Briefs mit weiteren Details. Unnötige und anstrengende Reise der CdS nach Düsseldorf, da der König schon abgereist war. Krankheit ihres Haustiers.
3939		Brief	2022-10-27 10:14:55	C06/S43/268-270	1817-10-16	Salm, Constance de	Raboteau, Pierre Paul 	Mehr Ärger durch den „Discours” als durch jede andere Schrift. Unzufriedenheit mit Bericht des Raynouard und der Verzögerung ihres Drucks. Verstimmung über Drais und Barbier, die aus Freundschaft für CdS den Druck verhindern wollten. Missbrauch des Vertrauens eines Schriftstellers. Ärger der CdS beschleunigt die Angelegenheit. Warten auf Fertigstellung und Zweifel am Fortschritt der Angelegenheit. Unzufriedenheit mit Drais. B. war sehr beschäftigt und hat sich auf Drais verlassen. Geänderte Meinung des B. Bitte um Verschwiegenheit und Frage nach Meinung des R. Wille, die Schrift zu drucken, weil ihr Name genannt wurde. Zusendung der Schrift an zwei Zeitschriften. Überzeugung, dass das Urteil des Publikums anders ausfallen wird als das der Académie. Ein echter Freund hätte in dieser Angelegenheit anders gehandelt. Zufriedenheit mit M. Naigeon, der sich fortan um diese Angelegenheit kümmern soll. Zufriedenstellender Fortschritt ihrer Angelegenheiten in Deutschland ist eine Seltenheit seit ihrer Hochzeit. Große Ausgaben, verschiedene Ereignisse, Mangel an Erfahrung. Heute kann CdS Ursache und Wirkung beurteilen. Bedürfnis der CdS und des SRD nach Ruhe. Verschiedene Unterbrechungen bei Niederschrift des Briefs. Nicht-Teilnahme der CdS bei Feier für die Schlacht von Leipzig.
3940		Brief	2022-10-26 12:18:20	C06/S43/293-295	1817-12-01	Salm, Constance de	Raboteau, Pierre Paul 	Sorge des R. aufgrund des längeren Schweigens der CdS. Bedrohlicher Gesundheitszustand des Schwiegersohns der CdS und Ratlosigkeit bezüglich seines Leidens. Besuch der Familie der Tochter der CdS. Verschiedene Beschäftigungen der CdS als Entschuldigung für langes Schweigen (Arztbesuche, Besuche, Unterbrechung ihrer Gewohnheiten etc.). Krankheit des Ponce. Tod des Clavier. Zuerst missverständliche Annahme der CdS, Thurot sei verstorben. Andauernde Unannehmlichkeiten um den „Discours” trotz Nichtigkeit der Angelegenheit und Unklarheiten. Wertvolle Hilfe des Ponce im Vergleich zu allen anderen. Ankündigung, bei ihrem nächsten Parisaufenthalt Licht in die Sache zu bringen. Freude über spirituelles Bulletin des R. und Gesang eines seiner Lieder. Die Familie Hompesch als einzige Menschen in diesem Land, die zu so etwas Zugang haben. Hompesch ist für CdS eine Verbindung mit Paris, da er ihre dortigen Freunde kennt. Charakter und Gegensätzlichkeit des Ehepaars Hompesch. Deren langes Leben auf dem Land hat ihren Gesellschaftskreis verringert. Lob der Schriften des R. und deren Erfolg in Dyck. Ankündigung, dass R. kommenden Winter SRD sehen wird. Neuer Hund der CdS.
3941		Brief	2022-10-25 14:05:18	C06/S43/315-316	1817-12-21	Salm, Constance de	Raboteau, Pierre Paul 	CdS verpasste einen Artikel über Raboteau trotz regelmäßiger und gründlicher Zeitungslektüre (6–8 pro Tag) durch Aufenthalt in Aachen. Verse: Freude über die positive Rezeption des R. Warten auf das Bulletin. Schneller Fortgang des Lebens in Dyck. Pressefreiheit in Frankreich. In Deutschland gibt es sie, es wird darüber nicht nachgedacht. Brabanter Zeitungen machen davon viel Gebrauch. Vergleich mit dieser Situation beschäftigt die Leute auf dem Land. Bizarre Situation des Zuschauers. Beruhigung der Leidenschaften, die Leute beziehen weniger Position. Dadurch todesähnlicher Zustand. Wichtigkeit, eine Meinung und eine Position zu haben. Einfluss des Alters der CdS und entmutigende Zufriedenheit. Abschweifende verschiedene Gedanken der CdS. Krankheit des L.B. Francq. Ende des Briefs, da CdS sonst in zu philosophische Gedanken verfällt.
3943		Brief	2022-10-27 13:10:35		1818-04-03	Salm, Constance de	Raboteau, Pierre Paul 	Satirisches Gedicht der CdS als Antwort auf das „Bulletin“ vom 17. März 1818: Strophen nach Themen gegliedert: Marie-Françoise Manson (Fualdès Affäre); Winfried Regnault (Revision des Prozesses); Politik; Dichtung; Paris, Theater; mit Grüßen aus Dyck.
3944		Brief	2022-10-27 12:28:34	C06/S43/367-369	1818-06-01	Salm, Constance de	Raboteau, Pierre Paul 	Zusammentreffen des Drais mit Duval. Ältere Bitte der CdS an Duval, ihre Schrift im „Mercure“ zu besprechen. Gute Gründe der CdS, sich auf die Angelegenheit um ihren „Discours“ zu versteifen, seitdem hat sie sich aber beruhigt. Gleichgültigkeit der CdS durch verstrichene Zeit und Beschäftigung mit einem anderen Werk. Wunsch der CdS, dass dieser Artikel bald erscheint. Falls dafür zu viele Anfragen nötig sind, soll D. es dabei belassen. Widerwillen der CdS, im Vordergrund zu stehen, wenn der Erfolg unklar ist. Glückwünsche zum Erfolg seines Bruders. CdS verfolgt die Triumphe ihrer Freunde aus der Ferne. Ihr Bild wird dadurch nicht von den Nebenwirkungen getrübt, die Erfolge oft begleiten.
