ID	Title	Type de document	Dernière modification	Cote	Datum	Auteur	Destinataire	Résumé
6245		Brief	2022-10-26 07:01:57		1815-11-02	Salm, Constance de	Francq, Agathe Clémence, baronne de	Krankheit der CdS (Ohr, Tinnitus), klirrende Kälte in Dyck. Jeder ist krank. Abendgesellschaft am vorigen Abend: Familie Reinhard und Familie Wingold. Reinhards Rolle in der französischen Politik. Weiterführung am 3. Oktober: SRD ist zurück aus Aachen, sagt, dass die französischen Zeitungen gar nicht verboten sind, wie die Gerüchte es verbreiteten, es sind nur Postprobleme, die deren Empfang im Rheinland verhindern. CdS wünscht sich, Alexandre zu sehen. Ankunft von Pflanzen aus England. Masquette (Hund) rennt nach den Mäusen, sie hat viel zu tun, denn die Katzen sind alle tot. Renovierungsmaßnahmen auf Schloss Dyck. Versuche der CdS, auf Deutsch zu schreiben.
6246		Brief	2022-10-27 12:40:43		1815-11-10	Salm, Constance de	Francq, Agathe Clémence, baronne de	Gärtner Materne hat geheiratet, ist wieder zurück und arbeitet tagsüber für CdS: er kümmert sich um (Obst-)Gartengestaltung. Wäschearbeit wurde Frl. Laach abgenommen (nachdem sie sie 30 oder 40 Jahre erledigt hat) und einer anderen Hausangestellten anvertraut. Verschiedene Haushaltangelegenheiten, Beschreibung der Organisation auf Schloss Dyck, mit Aufteilung der Domestiken, deren Bezahlung. Eifersucht zwischen den Domestiken. Empfehlungen für Minettes Haushalt. Nachrichten aus der Zeitung über Truppenbewegungen nach Deutschland; Lage der Einquartierungen in Dyck. Gesundheitsprobleme der CdS (Ohr). Kommentare über ihre Enkelkinder Alexandre (der den gleichen Vornamen hat wie CdS‘ Vater) und Constant. Empfehlungen für deren Erziehung. Finanzangelegenheiten (Drais). Fortsetzung am 11.: Lieferung von Heu für die Pferde, die Kavallerie wird bald auf dem Schloss einquartiert werden. Renovierungsarbeiten. Schöne Gartengestaltungen auf Schloss Dyck, es wird langsam bekannt. Schlusssatz am 12.
6247		Brief	2022-10-26 07:01:57		1815-11-08	Salm, Constance de	Francq, Agathe Clémence, baronne de	Geburtstag der CdS am vorigen Tag, in 2 Jahren wird sie 50. Mit etwas Glück – sollte Minette ihr eine Enkelin schenken – wird sie eines Tages sogar Urgroßmutter sein. Gesundheitsprobleme. Bevorstehende Heirat der Bella Kopp. Umbau- und Renovierungsmaßnahmen. Finanz- und Verwaltungsangelegenheiten der Minette (Pächter).
6248		Brief	2022-10-27 12:40:43		1815-11-18	Salm, Constance de	Francq, Agathe Clémence, baronne de	Stress mit den vielen Einquartierungen. Gute Organisationstalente der „petite Hompesch“. CdS versucht, sich mit ihren Deutschkenntnissen durchzuschlagen. Die Ehefrau eines Offiziers sieht Minette sehr ähnlich, mit einem fröhlicheren Charakter. Spiel am Abend. Haushaltsangelegenheiten (Hausangestellte); eine Frau kann nicht richtig nähen, CdS muss die Schnitte selber ausschneiden. CdS will, dass Drais Minettes Wohnung in Paris zum „pied-à-terre“ für CdS erklärt. Ausbleiben der Zeitungen aus Paris, CdS leidet darunter. Alexandre soll CdS ähnlich sehen.
6249		Brief	2022-10-27 12:28:34		1815-11-19	Salm, Constance de	Francq, Agathe Clémence, baronne de	Anweisungen für Geschäfte, die Drais ausführen soll; es handelt sich u.a. um eine Vollmacht und Steuerangelegenheiten für Immobilien in Paris. Sogen um die Gesundheit des Martini, er spuckt Blut und arbeitet trotzdem zu viel. Klagen über das Aussterben ihrer Freunde, es ist im Alter schwieriger, neue Freundschaften mit jungen Leuten zu schließen. Danke für Zusendung von Haaren des Alexandre, gleiche Haarfarbe wie CdS („flachsblond – blond de lin“), später wird die Haarfarbe so dunkel sein wie die seines Vaters. Erkältung der CdS, täglich wechselnder Besuch von Militär. Nähen von Kleidern, CdS hat sich eben eine Nachthaube genäht. Brief von Alexandre de Théis. Strenge Überprüfung der Küchenregister – CdS weiß jetzt auch alles, was man aus einem Schwein ziehen kann, daher kann man nichts „wegschmuggeln“. Die junge Frau von Locquenghien ist auch entbunden, von einem Jungen.
6251		Brief	2022-10-27 12:40:43		1815-09-17	Salm, Constance de	Drais, Pierre	Danke für die Zusendung der detaillierten Abrechnungen. Nachricht durch Minette, dass Madame Artaud die Soldaten in einer Wohnung unterbringen wollte (Wohnung des Portiers), CdS will nicht, denn sie könnte jeden Augenblick nach Paris kommen. Große Hitze in Dyck.
6252		Brief	2022-10-27 12:40:43		1815-12-09	Salm, Constance de	Francq, Agathe Clémence, baronne de	Freude über den langen Brief der Minette mit vielen Einzelheiten über ihre Familie und ihren Haushalt. Freude darüber, dass sie beabsichtigt, im Sommer nach Dyck zu kommen. CdS versucht auf diplomatische Art, diese Reise auf das darauffolgende Jahr [1817] zu verschieben: Die Kinder werden älter sein, Minette kann schon früher kommen, da ihre Pariser Geschäfte abgewickelt sein werden usw. Zudem hat CdS 1816 große Ausgaben im Haushalt gemacht (Einquartierungen, Reise des SRD nach Berlin); CdS plant auch, nach Paris zu kommen. Ärger der CdS darüber, dass Minette bzw. ihr Ehemann immer noch bei CdS in Paris logieren, auf ihre Kosten. Drais soll ihr eine neue Wohnung suchen, sie will ihre zum 1. Oktober zurückbekommen. Trauer über Martinis Tod. SRD ist seit längerer Zeit in Berlin, große Hoffnungen werden auf diese Reise gesetzt, damit er seine Rechte, seinen Stand vom König bestätigt bekommt, wie es dem restlichen Teil seiner Familie anerkannt wird. Schreckliches Wetter, viele Tote. Eine Gartenhilfe, Nerus, ist gestorben, ebenso der Gärtner, plötzlich in seinem Bett in seinem Zimmer, in dem sich Pflanzensamen sowie eine Flöte und eine Geige befanden. Kleine Gesundheitsbeschwerden der CdS (Ohr), Prous ist sehr krank, Odile lässt nichts mehr von sich hören. Weitere Nachrichten aus der Nachbarschaft. Schlechte Verbindungsstraßen, seitdem das Militär nicht mehr da ist. Die Einsamkeit der CdS, die Ruhe auf dem Lande, der Verlust der Freunde, die großen Lebensveränderungen und Unsicherheiten bringen CdS dazu, sich viel mehr nach innen zu wenden und ihr eigenes, persönliches Glück zu schaffen. Sorge, dass Constant zu sehr verwöhnt und ein „kleiner Adolphe“ wird [Adolphe de Théis, Vetter des Constant].
6253		Brief	2022-10-26 07:01:57		1815-12-07	Salm, Constance de	Francq, Agathe Clémence, baronne de	Seit einer Woche schreibt CdS wieder Gedichte, Erklärungen kommen von Drais. Sie freut sich auf diese Tätigkeit, nach so viel Mühe in der deutschen Sprache. Ihr Werk scheint ihr sehr gut zu sein, aber sie zweifelt an dessen Erfolg wegen der Intrigen. Dank der CdS für die zwei letzten Briefe der Minette, diese scheint aber traurig zu sein, CdS empfiehlt ihr etwas Zerstreuung, ihr Mann sollte sich mehr um sie kümmern. CdS hat Vingtain angeschrieben wegen des [Verkaufs ihres] Hauses; es wurden ihr anscheinend 250.000 livres angeboten. Bald ist es ihr Namenstag, der zwar am 12. ist, aber am 10. gefeiert wird.
6254		Brief	2022-10-27 12:40:43		0000-00-29	Salm, Constance de	Francq, Agathe Clémence, baronne de	Empfang des Briefs der Minette zusammen mit dem Brief des Martini. Erschöpfung und Überarbeitung des Martini. Gute Nachrichten von der Gesundheit der Kinder und des Ehemannes der Minette. Im Alter sollte man ein ruhigeres Leben führen. Rückkehr des Tinnitus der CdS. Gesellschaft [Bornheim, Weihe?]. Einquartierungen von Soldaten werden erwartet, eventuell muss CdS ihre Reise nach Aachen absagen. Freuden an der Gartengestaltung. CdS hat ihre 3. Mütze (Nachthaube) genäht. Nachrichten durch Drais [etwas kompliziertes System von Auszügen, die ausgeschnitten werden? Unklar]. Minettes Ehemann will kein 3. Kind, denn er möchte keinen 3. Sohn. CdS bietet aber an, sollte Minette gerne ein 3. Kind wollen und sollte es ein Sohn werden, würde sie einen von den Söhnen übernehmen. Es wurden eben 3 Ratten [vom Hund?] gefangen und in der Galerie „ausgestellt“. Bella hat geheiratet, Louise muss in Liedberg bleiben, Odile gibt CdS keine Lebensfreude mehr, alle Katzen sind gestorben.
6255		Brief	2022-10-27 12:40:43		1815-11-25	Salm, Constance de	Francq, Agathe Clémence, baronne de	Dank für die Zusendung von Haaren des Constant, die kaum dunkler sind als vor einem Jahr, sie ist aber sicher, dass er dunkelhaarig sein wird, CdS und Minette sind flachsblond. Alexandre hat großen Appetit. Berichte über Minettes Leben durch Monsieur de Bornheim, der in Dyck zu Besuch ist. Bornheim dient nicht mehr in der Landwehr und ist darüber verärgert. Er ist seit kurzem verwitwet. Die kleine Fanny [Tochter? Unklar] der Frau von Gumppemberg ist ebenfalls gestorben (Tuberkulose). Ihre Mutter hatte CdS angeboten, sie zu sich zu nehmen, aber CdS wollte das nicht, hatte wegen früherer Zerwürfnisse nicht darauf reagieren wollen. Mit dieser Familie hat CdS nur Ärger. Beleidigende Kommentare eines Verwandten des SRD über CdS, die CdS über Odile erfährt. Odile bewundert aber diesen „Prinzen“ abgöttisch, dieser will nach Düsseldorf umsiedeln. Nähen einer 2. Mütze. Geschicklichkeit des Materne [=Gärtner], der Koch ist wieder zurück. Es herrscht wieder etwas Ordnung im Haushalt.
6256		Brief	2022-10-27 12:40:43		1815-12-15	Salm, Constance de	Francq, Agathe Clémence, baronne de	Fehlende Nachrichten von Minette, im letzten Brief berichtete diese vom Abendessen mit den Saint-Mars und der Krankheit des jüngsten Kindes sowie der Eskapaden ihres Vetters Adolphe, Sorge der CdS um ihn. Kommentare zu Charaktereigenschaften der Kinder. Langlès sollte sich nicht in die Angelegenheiten des Adolphe einmischen. Nachrichten aus der Dienerschaft, Gemeinheiten des Leonhard gegenüber der kleinen Hompesch, um diese und Wimers vor CdS zu diskreditieren. Einquartierung von 4 Offizieren und 13 Soldaten sowie einem Dutzend Pferde. Besuch der Locquenghien, in seinem Haus ist ein Brand ausgebrochen. Fortsetzung am 13.: Unzuverlässigkeit der Zeitungslieferungen, nur die Zeitungen aus Lüttich und Brüssel („L’Oracle“) kommen zuverlässig an. Prous war zu Besuch; seine Verse und seine Konversation. Louise, die geistige Anregung braucht, ist auf Liedberg nicht glücklich – dort bereiten die Damen z.B. Blutwurst zu. Unzufriedenheit mit der Einfältigkeit ihrer Kammerzofe.
6257		Brief	2022-10-26 07:01:57		1815-10-27	Salm, Constance de	Francq, Agathe Clémence, baronne de	Glückwünsche zur Geburt des zweiten Kindes und Sohnes (Alexandre), der Vater hat geschrieben und scheint sehr zufrieden zu sein. Zufriedenheit über die Haltung der Madame Artaud. Bevorstehende Heirat der Bella.
6258		Brief	2022-10-26 07:01:57		1815-12-21	Salm, Constance de	Francq, Agathe Clémence, baronne de	Danke für die Briefe. CdS hat Mentelle geschrieben. Die Haushaltsangelegenheiten regeln sich, auch wenn die Wahrheit recht schwierig durchzuschauen ist (Intrigen des Leonhard).
6259		Brief	2022-10-27 12:40:43		1815-12-29	Salm, Constance de	Francq, Agathe Clémence, baronne de	Brief zum Jahresende. Angelegenheit des Hausverkaufs bzw. der Hausmiete (Vingtain). Madame Moreau hat im vergangenen Jahr das Haus der Madame Gay für 16.000 livres gemietet – Minette soll Drais darauf ansprechen. Der „Major“ (Besatzungsoffizier) kam vorbei mit seinem Sohn, er wird beurlaubt und kehrt für ein paar Monate zu seiner Familie zurück. Er ist ein angenehmer Zeitgenosse, wenn er keinen Rum trinkt. Beschreibung der Kleidung der bretonischen Bauern. Empfehlungen des Arztes Docteur Gay für CdS‘ Bein. Kommentare über die Gesellschaft in Paris. Probleme der Einquartierungen auf Schloss Dyck. Machtspiele in der Dienerschaft. CdS hat mit dem Deutschunterricht aufgehört. Kommentare zu einer Schwindlerin, mit der Minette etwas zu tun hatte bzw. über die sie berichtet hat [unklar]. Korrespondenz mit Raboteau über ihren „Discours“ für den Wettbewerb des Instituts. Sorgen über Adolphe de Théis, der ein unruhiger Geist ist. Freude über die Gesundheit der Kinder Minettes. Kommentare über ihre Charaktereigenschaften und die Verwandtschaft. Orkanartiger Wind wütet auf Dyck. Anekdoten.
6260		Brief	2022-10-26 07:01:57		1816-01-01	Salm, Constance de	Francq, Agathe Clémence, baronne de	Krankheit der CdS. Wünsche zum neuen Jahr. Kommentare zur Angelegenheit der Mademoiselle Pissot (?), Drais soll sich um die Unterlagen kümmern.
6261		Brief	2022-10-27 12:40:43		1816-01-12	Salm, Constance de	Francq, Agathe Clémence, baronne de	Langer Brief mit vielen Einzelheiten zum Leben der CdS. Alexandre wurde gegen Pocken geimpft. Beschreibung des Constant. Empfehlungen für Finanzangelegenheiten, sie war mit den Entschlüssen ihrer Tochter und ihres Schwiegersohnes nicht ganz einverstanden, auch Raboteau war besorgt. Angekündigter Besuch der Minette in Dyck im April. CdS hat durch Drais ihre Verse [über Mentelle?] schicken lassen. Mentelle ist gestorben und sie will über ihn eine „Eloge“ schreiben, sie beauftragt daher Minette, Frau Mentelle über Mentelles Leben zu befragen und sie zu bitten, ein paar Zeilen zu schreiben. Herr Le Tronc [Letrône?] , Schüler des Mentelle, soll ihr bibliographische Informationen geben. Traurigkeit über den Verlust des alten Freundes, alle alten Freunde sterben aus. Minette soll sie mit weiteren Enkelkindern trösten. Reflexionen über die Kürze des Lebens. Der Ortsrichter hat seine Tochter (Mademoiselle Klein) verloren, großer Schmerz. Gefühlskälte der Odile. Erleichterung über die Genesung des Constant. Kommentare zur Pissots Angelegenheit, um die Drais sich kümmern soll. Jeder ist beschäftigt auf Schloss Dyck. SRD verfasst einen Katalog [über Botanik]. Maler- bzw. Restaurierungsarbeiten des Pater Evelt. Verfassen von neuen Haushaltsregistern. Tüchtigkeit und Klugheit des Wimers. Berichte über die weiteren Dienstboten. Ankunft eines Majors und eines Obersten; der Oberst soll 3 Monate in Paris auf Stroh geschlafen haben, im Gärtnerhaus der Pauline Borghese. Sturm. Bitte um Zusendung von Büchern (Neuerscheinungen) in der üblichen kleinen Kiste („boîte“).
6262		Brief	2022-10-26 08:18:36		1816-01-04	Salm, Constance de	Francq, Agathe Clémence, baronne de	Sorge um das Verhalten des Pissot – finanzielle Sorgen, CdS hofft, dass da kein Betrug vorliegt. Bitte, Drais zu informieren, damit sie das nicht noch einmal schreiben muss. Ärger wegen Madame G. [=Gay?], die nicht so angenehm ist wie ihr Ehemann. Kränklichkeit der CdS.
6263		Brief	2022-10-26 08:18:36			Salm, Constance de	Francq, Agathe Clémence, baronne de	CdS hat das Haus gesehen, aber es ist sehr renovierungsbedürftig. Erstellung eines neuen Kostenvoranschlags durch den Architekten. Es wurden kleine Wohnungen für 3000 Francs angeboten. Fürst/Prinz August [von Preußen?] kam zu Besuch und fragte SRD, ob er nicht eine Madame Pipelet geheiratet hat. Treffen mit Madame Gay. Abreise wahrscheinlich am morgigen Tag oder übermorgen.
6264		Brief	2022-10-26 07:01:57		0000-00-25	Salm, Constance de	Francq, Agathe Clémence, baronne de	Zusendung eines Briefs für Vingtain, in dem sie dem Notar sagt, dass sie bereit ist, das Haus für 270.000 Francs zu verkaufen. Sie will, dass der Kunde das gesamte Haus besichtigt. Schönheit des Hauses (kurze Beschreibung). Sie möchte sich ein kleineres Haus kaufen, mit wenig Renovierungsarbeiten. Mit dem Differenzbetrag zwischen Hausverkauf und Hauskauf unter Abzug der Schuldentilgung will CdS eine kleine Rente in Frankreich haben. Bitte um Zusendung von verschiedenen Hauseinrichtungsgegenständen. Älteste Schwester von Odile ist sehr krank.
6265		Brief	2022-10-27 12:40:43		0000-00-07	Salm, Constance de	Francq, Agathe Clémence, baronne de	Finanzangelegenheiten, Betreuung durch Drais. Drais scheint CdS’ Briefe nicht immer richtig zu lesen. Angelegenheiten stocken. Krankheit der Tochter des Ortsrichters [Klein] nach der Geburt ihres Sohnes. Warten auf Einquartierungen bzw. Aufenthalt von Offizieren (Offizier und seine Frau sowie 4 Kinder, zwei Offiziere etc.)
6266		Brief	2022-10-27 12:40:43			Salm, Constance de	Francq, Agathe Clémence, baronne de	Nachrichten von Odile Locquenghien. Einquartierungen. CdS bittet Minette, ihre Briefe gut zu versiegeln. Finanzangelegenheiten, die Drais betreuen soll.
6267		Brief	2022-10-26 07:01:57		1816-01-28	Salm, Constance de	Francq, Agathe Clémence, baronne de	Geburtstag der Minette. Vermittlungen des Drais [für den Hausverkauf], ein Engländer ist an dem Haus interessiert. CdS wünscht sich eine kleinere, ruhige, leicht zu bewirtschaftende Wohnung, ihr Alter (bald 50) spielt auch eine Rolle, sie hat nicht mehr so viel Kraft wie früher. Den Sommer würde sie in Dyck verbringen. Unzuverlässigkeit der Post, Bitte um gute Versiegelung der Briefe. Gesundheitszustand. Einquartierungen, man muss die Rechnungen zweimal überprüfen. Die Locquenghien haben sich immer noch nicht gemeldet, was CdS beunruhigt und irritiert. Klein, der Ortsrichter, war auch nicht da, seitdem seine Tochter gestorben ist. CdS erhält keine Zeitungen aus Paris, nur aus Lüttich, die wenig über Frankreichs Politik berichten. Domestikenangelegenheiten. Man sagt, dass CdS als Kind ihrer Großmutter Théis ähnlich sah. Zeile in Kurrentschrift.
6268		Brief	2022-10-26 07:01:57		0000-00-24	Salm, Constance de	Francq, Agathe Clémence, baronne de	Ankunft und Aufenthalt in Aachen (Brief wegen dursichtigen Papiers und dunkler Tinte schwer lesbar).
6269		Brief	2022-10-26 08:19:00			Salm, Constance de	Francq, Agathe Clémence, baronne de	Verschickung eines Briefs geschäftlichen Charakters wegen eines Transportunternehmens aus Köln (Unzufriedenheit über die Preise). Besuch [in Aachen] des Monsieur Gay mit einer Tochter sowie der Tochter der Madame Allard. Beschreibung von Kleidern.
6270		Brief	2022-10-27 12:29:51			Salm, Constance de	Francq, Agathe Clémence, baronne de	Zusendung von Pillen. CdS wäre gerne länger in Aachen geblieben, diese Stadt gefällt ihr und sie hat dort schon viele Kontakte.
6271		Brief	2022-10-26 07:01:57		0000-02-26	Salm, Constance de	Francq, Agathe Clémence, baronne de	Kälte und Karneval. Einsamkeit. Schreiben von Briefen. Verschiedene Besuche. Beschreibung der Heilmethoden für ihr Ohr. Krankheit der Masquette, die viel zu viel gegessen hat. Nachrichten aus dem Leben auf Schloss Dyck. Räuberbande soll in der Gegend wüten, aber sie stehlen nur Schweine.
6272		Brief	2022-10-26 07:01:57			Salm, Constance de	Francq, Agathe Clémence, baronne de	(Kurzer Notizbrief) Brief der Minette noch nicht eingetroffen.
6273		Brief	2022-10-27 12:40:43		0000-02-18	Salm, Constance de	Francq, Agathe Clémence, baronne de	Sorgen über die Gesundheit des Louis de Francq. Große Sorgen um Martini [er ist inzwischen gestorben]. Kommentare über den letzten Brief der Minette,. SRDs bevorstehende Abreise, Melancholie der CdS. Beschreibung ihres kleinen Salons. Haushaltsangelegenheiten. Bevorstehender Besuch einer jungen Familie: Sorge darüber, wo die kleinen Kinder untergebracht werden, damit es nicht zu kalt ist, das Militär hat alles besetzt.
6274		Brief	2022-10-26 07:07:07		1816-02-15	Salm, Constance de	Francq, Agathe Clémence, baronne de	Strenger Winter seit einer Woche. Große Ausgaben. Besuch einer jungen Familie [Locquenghien?] mit Kindern. Einsamkeit der CdS, zudem ist SRD unterwegs. Sie wünscht, ihre Tochter und Familie zu sehen, aber es soll Minette überlassen bleiben – es scheint als wolle sie von einem Besuch abzuraten, indem sie alle Umstände auflistet, die sich durch unterschiedliche Gewohnheiten ergeben würden. Widersprüchliche Auskünfte über Martinis Zustand [der inzwischen gestorben ist]. Kleine Anekdoten aus Dyck. (Der Brief ist wegen des durchsichtigen Papiers schwer lesbar).
6275		Brief	2022-10-27 12:28:34		0000-00-20	Salm, Constance de	Francq, Agathe Clémence, baronne de	Reise der Minette, Beschwerlichkeit einer solchen Reise mit zwei kleinen Kindern. Reise des SRD, diese soll angeblich nicht von langer Dauer sein. Sie plant, danach nach Paris zu reisen, davor nach Solitude [?unklar]. Ärger der CdS über ihren Schwiegersohn, der anscheinend andere Pläne hat als seine Frau – und CdS für das Haus der CdS in Paris: Das Haus wurde der Familie nur für die Zeit der Geburt von Alexandre geliehen. Pläne für die Vermietung. Aussterben der Freunde (Mentelle, jetzt Martini)
6276		Brief	2022-10-26 07:07:07		1816-02-08	Salm, Constance de	Francq, Agathe Clémence, baronne de	Große Sorgen um den Gesundheitszustand des Martini. Empörung über dessen Dienstmädchen, über deren Verhalten Minette berichtet hatte. Kommentare über Martinis Verhalten und Charakter. Bevorstehende Reise des SRD nach Berlin, um verschiedene Geschäfte abzuwickeln. Strenge Kälte und Schnee
6277		Brief	2022-10-26 07:01:57		1816-02-03	Salm, Constance de	Francq, Agathe Clémence, baronne de	Krankheit der Minette, Folge des Winters. Reise des SRD nach Düsseldorf, Besuch eines „Colonel“ und des Monsieur Prous. Landleben ist der Gesundheit viel zuträglicher. CdS bittet Minette, den Ratschlägen ihres Arztes, Monsieur Gay, zu folgen. Zufriedenheit der CdS mit ihrem Schwiegersohn, der sich um Minette gut kümmert – positiver Charakterzug eines älteren Ehemannes. Langeweile der CdS auf Schloss Dyck, wenn SRD nicht da ist („une vraie prison“). Krankheit der Domestiken.
6278		Brief	2022-10-27 12:11:27		1816-00-17	Salm, Constance de	Francq, Agathe Clémence, baronne de	Unwohlsein der CdS, sie hat vom Arzt Pillen verschrieben bekommen, die ihr Blut „in Wallung“ bringen. Ärger wegen der Erben des Martini, es handelt sich um eine von CdS finanzierte Rente. Gespräche über Drais und Vingtain. Die Ansprüche der Erben erinnern sie an die Dreistigkeit der Mademoiselle Raoul. Hompesch ist zu Besuch; er hat das Porträt des Kindes der Minette [Alexandre] bewundert. Schlechtes Wetter, Gute Nachrichten von SRD. Odile hat drei Verehrer. Neuer Gärtner. Renovierungsarbeiten im Arbeitszimmer des SRD (Beschreibung); Pater Evelt malt dort schöne Pflanzen aus dem Gewächshaus des SRD. Grüße von den Hunden Masquette, Masco und Noirette.
6279		Brief	2022-10-27 12:40:43		1816-02-07	Salm, Constance de	Francq, Agathe Clémence, baronne de	Freude über den langen Brief der Minette mit vielen Einzelheiten über ihre Familie und ihren Haushalt. Freude darüber, dass sie beabsichtigt, im Sommer nach Dyck zu kommen. CdS versucht auf diplomatische Art, diese Reise auf das darauffolgende Jahr [1817] zu verschieben: Die Kinder werden älter sein, Minette kann schon früher kommen, da ihre Pariser Geschäfte abgewickelt sein werden usw. Zudem hat CdS 1816 große Ausgaben im Haushalt gemacht (Einquartierungen, Reise des SRD nach Berlin); CdS plant auch, nach Paris zu kommen. Ärger der CdS darüber, dass Minette bzw. ihr Ehemann immer noch bei CdS in Paris logieren, auf ihre Kosten. Drais soll ihr eine neue Wohnung suchen, sie will ihre zum 1. Oktober zurückbekommen. Trauer über Martinis Tod. SRD ist seit längerer Zeit in Berlin, große Hoffnungen werden auf diese Reise gesetzt, damit er seine Rechte, seinen Stand vom König bestätigt bekommt, wie es dem restlichen Teil seiner Familie anerkannt wird. Schreckliches Wetter, viele Tote. Eine Gartenhilfe, Nerus, ist gestorben, ebenso der Gärtner, plötzlich in seinem Bett in seinem Zimmer, in dem sich Pflanzensamen sowie eine Flöte und eine Geige befanden. Kleine Gesundheitsbeschwerden der CdS (Ohr), Prous ist sehr krank, Odile lässt nichts mehr von sich hören. Weitere Nachrichten aus der Nachbarschaft. Schlechte Verbindungsstraßen, seitdem das Militär nicht mehr da ist. Die Einsamkeit der CdS, die Ruhe auf dem Lande, der Verlust der Freunde, die großen Lebensveränderungen und Unsicherheiten bringen CdS dazu, sich viel mehr nach innen zu wenden und ihr eigenes, persönliches Glück zu schaffen. Sorge, dass Constant zu sehr verwöhnt und ein „kleiner Adolphe“ wird [Adolphe de Théis, Vetter des Constant].
6280		Brief	2022-10-27 12:29:51		1816-03-08	Salm, Constance de	Francq, Agathe Clémence, baronne de	CdS hat inzwischen, seit dem gestrigen Brief, die Antwort der Minette auf ihre früheren Bitten wegen der Pariser Wohnung erhalten; sie hätte früher antworten sollen, dann hätte CdS im gestrigen Brief nicht so verärgert geschrieben. Sie plant, im Oktober nach Paris zu kommen, um ihre Hausangelegenheiten zu regeln (Hausverkauf etc.). Auch sind Arztbesuche geplant (Zähne und Ohren). Danach können alle mit CdS nach Dyck zurückkehren, sie braucht dann 4 Pferde für die Kutsche: angenehme Reise und Aufteilung der Reisekosten. Finanzielle Angelegenheiten, die durch SRD vermittelt werden. Reges gesellschaftliches Leben in Berlin. Kommentare über das Porträt des Alexandre.
6281		Brief	2022-10-27 13:05:23		1816-00-19	Salm, Constance de	Francq, Agathe Clémence, baronne de	CdS hat eben ihrem Bruder, Herrn von Hompesch und SRD einen Brief geschrieben. Warten auf die Nachricht, ob SRD in seinen Ansprüchen Recht bekommen hat [Standeserhebung in den Fürstenstand]. Zeitungen berichten von Unruhen in Frankreich. Sorgen der CdS, jedesmal wenn die französischen Zeitungen verspätet ankommen. Nachrichten über Madame Maison. Besuch von Kopp, Prous und Louise, die anscheinend sehr betrübt ist, CdS weiß aber nicht, weswegen. Gesellschaftlicher Klatsch mit vielen Informationen über die Gewohnheiten und Manien der Leute, die CdS besonders irritieren. Besuch von Frau v. Locquenghien und Odile – Beschreibung deren Charakters und deren Verhaltens. Haushaltsangelegenheiten. Heirat eines v. Loe mit einer v. Metternich.
6282		Brief	2022-10-27 12:08:17		1816-00-22	Salm, Constance de	Francq, Agathe Clémence, baronne de	Langeweile auf dem Lande. Prous hat starke Depressionen („saisi d’une vapeur de mélancolie si forte“). Mme Kopp und Louise fühlen sich auf Liedberg nicht wohl. CdS ist darüber dankbar, dass sie auf dem Land aufgewachsen ist, sodass sie der Einsamkeit des Landlebens seelisch widerstehen kann. Domestik Renard hat in Neuss den Arzt aufgesucht. Gesundheitliche Beschwerden der CdS. Sie sieht älter und „ehrwürdiger“ aus, was ihr nicht so gefällt; Beschreibung ihres Gesichts und ihres Aussehens. Probleme mit den Zähnen. Ärger darüber, dass Minettes Vorderzahn kaputtgeht. Louise hat wieder einen Verehrer abgelehnt, weil er für sie nicht genug sei; deren Liebesprobleme. Freude über den Garten der Minette auf dem Land. Das Abendessen wird „Mon Excellence“ serviert (sie ist nun Fürstin).
6283		Brief	2022-10-26 07:01:57		1816-04-28	Salm, Constance de	Francq, Agathe Clémence, baronne de	Dank für die Zusendung von Haaren des Constant, die kaum dunkler sind als vor einem Jahr, sie ist aber sicher, dass er dunkelhaarig sein wird, CdS und Minette sind flachsblond. Alexandre hat großen Appetit. Berichte über Minettes Leben durch Monsieur de Bornheim, der in Dyck zu Besuch ist. Bornheim dient nicht mehr in der Landwehr und ist darüber verärgert. Er ist seit kurzem verwitwet. Die kleine Fanny [Tochter? Unklar] der Frau von Gumppemberg ist ebenfalls gestorben (Tuberkulose). Ihre Mutter hatte CdS angeboten, sie zu sich zu nehmen, aber CdS wollte das nicht, hatte wegen früherer Zerwürfnisse nicht darauf reagieren wollen. Mit dieser Familie hat CdS nur Ärger. Beleidigende Kommentare eines Verwandten des SRD über CdS, die CdS über Odile erfährt. Odile bewundert aber diesen „Prinzen“ abgöttisch, dieser will nach Düsseldorf umsiedeln. Nähen einer 2. Mütze. Geschicklichkeit des Materne [=Gärtner], der Koch ist wieder zurück. Es herrscht wieder etwas Ordnung im Haushalt.
